RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   33   39     0     0  con    0  1.0D+00  4.1D+00  1.542D+01  8.529D+02
   34   40     0     0  con    0  1.0D+00  2.7D+00  5.151D+00  8.459D+02
   35   41     0     0  con    0  1.0D+00  8.7D-01  1.326D+01  8.427D+02
   36   42     0     0  con    0  1.0D+00  1.6D+00  1.671D+01  8.368D+02
   37   43     0     0  con    0  1.0D+00  2.4D+00  3.067D+01  8.308D+02
   38   44     0     0  con    0  1.0D+00  2.0D+00  1.080D+01  8.232D+02
   39   45     0     0  con    0  1.0D+00  3.2D+00  7.171D+00  8.168D+02
   40   46     0     0  con    0  1.0D+00  2.8D+00  8.708D+01  8.143D+02
   41   47     0     0  con    0  1.0D+00  2.8D-01  2.444D+01  8.091D+02
   42   48     0     0  con    0  1.0D+00  5.5D-01  5.772D+00  8.066D+02
   43   49     0     0  con    0  1.0D+00  9.2D-01  1.888D+01  8.044D+02
   44   50     0     0  con    0  1.0D+00  1.2D+00  2.394D+01  8.009D+02
   45   51     0     0  con    0  1.0D+00  2.7D+00  2.121D+01  7.958D+02
   46   52     0     0  con    0  1.0D+00  4.4D+00  1.993D+01  7.945D+02
   47   53     0     0  con    0  1.0D+00  5.1D-01  3.718D+00  7.887D+02
   48   54     0     0  con    0  1.0D+00  9.0D-01  7.150D+00  7.862D+02
   49   55     0     0  con    0  1.0D+00  2.9D+00  1.513D+01  7.822D+02
   50   56     0     0  con    0  1.0D+00  3.9D+00  2.428D+01  7.775D+02
   51   57     0     0  con    0  1.0D+00  7.0D+00  1.506D+01  7.740D+02
   52   58     0     0  con    0  1.0D+00  1.7D+00  7.530D+00  7.699D+02
   53   59     0     0  con    0  1.0D+00  9.9D-01  5.567D+00  7.674D+02
   54   60     0     0  con    0  1.0D+00  2.5D+00  2.875D+01  7.639D+02
   55   61     0     0  con    0  1.0D+00  3.1D+00  7.966D+00  7.603D+02
   56   62     0     0  con    0  1.0D+00  2.4D+00  8.151D+00  7.570D+02
   57   63     0     0  con    0  1.0D+00  4.1D+00  8.777D+00  7.541D+02
   58   64     0     0  con    0  1.0D+00  2.0D+00  4.292D+00  7.521D+02
   59   65     0     0  con    0  1.0D+00  8.9D-01  3.275D+00  7.502D+02
   60   66     0     0  con    0  1.0D+00  3.4D+00  7.834D+00  7.466D+02
   61   67     0     0  con    0  1.0D+00  3.4D+00  1.006D+01  7.441D+02
   62   68     0     0  con    0  1.0D+00  3.7D+00  6.178D+00  7.409D+02
   63   69     0     0  con    0  1.0D+00  6.4D+00  1.324D+01  7.380D+02
   64   70     0     0  con    0  1.0D+00  1.5D+00  7.321D+00  7.360D+02
   65   71     0     0  con    0  1.0D+00  1.2D+00  2.914D+00  7.350D+02
   66   72     0     0  con    0  1.0D+00  3.5D-01  2.076D+00  7.337D+02
   67   73     0     0  con    0  1.0D+00  1.4D+00  4.308D+00  7.325D+02
   68   74     0     0  con    0  1.0D+00  2.7D+00  7.898D+00  7.311D+02
   69   75     0     0  con    0  1.0D+00  2.3D+00  5.410D+00  7.294D+02
   70   76     0     0  con    0  1.0D+00  3.4D+00  5.800D+00  7.272D+02
   71   77     0     0  con    0  1.0D+00  2.0D+00  8.405D+00  7.252D+02
   72   78     0     0  con    0  1.0D+00  8.7D-01  6.549D+00  7.235D+02
   73   79     0     0  con    0  1.0D+00  5.5D-01  4.298D+00  7.225D+02
   74   80     0     0  con    0  1.0D+00  1.9D-01  2.857D+00  7.218D+02
   75   81     0     0  con    0  1.0D+00  6.2D-01  3.214D+00  7.210D+02
   76   82     0     0  con    0  1.0D+00  1.2D+00  3.687D+00  7.200D+02
   77   83     0     0  con    0  1.0D+00  1.7D+00  4.699D+00  7.187D+02
   78   84     0     0  con    0  1.0D+00  1.2D+00  3.019D+00  7.174D+02
   79   85     0     0  con    0  1.0D+00  2.0D+00  4.992D+00  7.152D+02
   80   86     0     0  con    0  1.0D+00  1.6D+00  9.264D+00  7.134D+02
   81   87     0     0  con    0  1.0D+00  1.2D+00  3.707D+00  7.115D+02
   82   88     0     0  con    0  1.0D+00  2.0D+00  9.969D+00  7.097D+02
   83   89     0     0  con    0  1.0D+00  5.5D-01  9.787D+00  7.088D+02
   84   90     0     0  con    0  1.0D+00  9.4D-02  6.242D+00  7.080D+02
   85   91     0     0  con    0  1.0D+00  1.4D+00  2.599D+00  7.062D+02
   86   92     0     0  con    0  1.0D+00  1.7D+00  6.045D+00  7.049D+02
   87   93     0     0  con    0  1.0D+00  1.7D+00  5.354D+00  7.031D+02
   88   94     0     0  con    0  1.0D+00  3.3D+00  7.168D+00  7.005D+02
   89   95     0     0  con    0  1.0D+00  2.8D+00  8.374D+00  6.989D+02
   90   96     0     0  con    0  1.0D+00  5.1D-01  2.611D+00  6.973D+02
   91   97     0     0  con    0  1.0D+00  2.8D-01  3.635D+00  6.958D+02
   92   98     0     0  con    0  1.0D+00  1.1D+00  6.431D+00  6.948D+02
   93   99     0     0  con    0  1.0D+00  1.3D+00  3.039D+00  6.938D+02
   94  100     0     0  con    0  1.0D+00  8.6D-01  4.105D+00  6.930D+02
   95  101     0     0  con    0  1.0D+00  1.3D+00  3.778D+00  6.921D+02
   96  102     0     0  con    0  1.0D+00  8.6D-01  1.460D+01  6.911D+02
   97  103     0     0  con    0  1.0D+00  4.5D-01  4.435D+00  6.900D+02
   98  104     0     0  con    0  1.0D+00  7.2D-01  3.983D+00  6.888D+02
   99  105     0     0  con    0  1.0D+00  4.7D-01  1.089D+01  6.880D+02
  100  106     0     0  con    0  1.0D+00  5.4D-01  7.595D+00  6.871D+02
  101  107     0     0  con    0  1.0D+00  1.7D+00  5.190D+00  6.856D+02
  102  108     0     0  con    0  1.0D+00  1.3D+00  7.866D+00  6.848D+02

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          599     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.122D+02  2.141D+04
    1    3     1     0  ---    1  5.7D-03  5.0D+00  9.653D+01  1.760D+04
    2    4     0     0  con    0  1.0D+00  1.9D+01  3.482D+01  1.243D+04
    3    5     0     0  con    0  1.0D+00  5.8D+00  4.080D+01  1.078D+04
    4    7     0     0  con    1  2.0D-01  8.9D+00  5.048D+01  9.151D+03
    5    8     0     0  con    0  1.0D+00  7.2D+00  5.459D+01  8.076D+03
    6    9     0     0  con    0  1.0D+00  6.1D+00  3.081D+01  6.757D+03
    7   10     0     0  con    0  1.0D+00  6.7D+00  3.623D+01  5.840D+03
    8   11     0     0  con    0  1.0D+00  7.7D+00  5.295D+01  5.289D+03
    9   12     0     0  con    0  1.0D+00  7.4D+00  5.735D+01  4.949D+03
   10   13     0     0  con    0  1.0D+00  5.4D+00  4.069D+01  4.710D+03
   11   14     0     0  con    0  1.0D+00  6.9D+00  5.470D+01  4.495D+03
   12   15     0     0  con    0  1.0D+00  6.8D+00  1.123D+02  4.354D+03

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          599     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.123D+02  4.354D+03
    1    2     1     0  ---    0  5.6D-03  1.0D+00  1.026D+02  4.306D+03
    2    3     0     0  con    0  1.0D+00  3.2D-01  4.266D+01  4.271D+03
    3    4     0     0  con    0  1.0D+00  5.7D-01  4.319D+01  4.245D+03
    4    5     0     0  con    0  1.0D+00  6.8D-01  4.979D+01  4.219D+03
    5    6     0     0  con    0  1.0D+00  2.7D+00  7.873D+01  4.164D+03
    6    7     0     0  con    0  1.0D+00  2.2D+00  9.314D+01  4.142D+03
    7    8     0     0  con    0  1.0D+00  7.9D-01  2.376D+01  4.103D+03
    8    9     0     0  con    0  1.0D+00  9.0D-01  1.633D+01  4.076D+03
    9   10     0     0  con    0  1.0D+00  1.4D+00  2.422D+01  4.053D+03
   10   11     0     0  con    0  1.0D+00  2.4D+00  3.962D+01  4.016D+03
   11   12     0     0  con    0  1.0D+00  3.3D+00  3.193D+01  3.987D+03
   12   13     0     0  con    0  1.0D+00  7.1D-01  1.070D+01  3.956D+03
   13   14     0     0  con    0  1.0D+00  9.1D-01  1.171D+01  3.939D+03
   14   15     0     0  con    0  1.0D+00  1.6D+00  1.384D+01  3.921D+03
   15   16     0     0  con    0  1.0D+00  1.5D+00  2.425D+01  3.905D+03
   16   17     0     0  con    0  1.0D+00  7.1D-01  1.014D+01  3.892D+03
   17   18     0     0  con    0  1.0D+00  1.7D+00  1.228D+01  3.874D+03
   18   19     0     0  con    0  1.0D+00  1.3D+00  2.117D+01  3.862D+03
   19   20     0     0  con    0  1.0D+00  2.7D+00  2.662D+01  3.844D+03
   20   21     0     0  con    0  1.0D+00  1.3D+00  1.637D+01  3.831D+03
   21   22     0     0  con    0  1.0D+00  1.0D+00  1.155D+01  3.820D+03
   22   23     0     0  con    0  1.0D+00  1.1D+00  8.025D+00  3.811D+03
   23   24     0     0  con    0  1.0D+00  1.7D+00  1.482D+01  3.799D+03
   24   25     0     0  con    0  1.0D+00  2.1D+00  2.333D+01  3.790D+03
   25   26     0     0  con    0  1.0D+00  8.5D-01  9.646D+00  3.781D+03
   26   27     0     0  con    0  1.0D+00  1.1D+00  1.023D+01  3.771D+03
   27   28     0     0  con    0  1.0D+00  2.1D+00  2.270D+01  3.762D+03
   28   29     0     0  con    0  1.0D+00  2.7D+00  1.786D+01  3.751D+03
   29   30     0     0  con    0  1.0D+00  9.6D-01  7.423D+00  3.741D+03
   30   31     0     0  con    0  1.0D+00  1.3D+00  1.569D+01  3.733D+03
   31   32     0     0  con    0  1.0D+00  1.4D+00  1.066D+01  3.725D+03
   32   33     0     0  con    0  1.0D+00  1.5D+00  1.238D+01  3.716D+03
   33   34     0     0  con    0  1.0D+00  3.4D+00  2.053D+01  3.705D+03
   34   35     0     0  con    0  1.0D+00  1.1D+00  1.229D+01  3.696D+03
   35   36     0     0  con    0  1.0D+00  5.3D-01  8.091D+00  3.690D+03
   36   37     0     0  con    0  1.0D+00  2.4D+00  1.376D+01  3.678D+03
   37   38     0     0  con    0  1.0D+00  2.9D+00  3.877D+01  3.674D+03
   38   39     0     0  con    0  1.0D+00  4.0D-01  9.085D+00  3.665D+03
   39   40     0     0  con    0  1.0D+00  6.1D-01  5.570D+00  3.661D+03
   40   41     0     0  con    0  1.0D+00  1.3D+00  1.040D+01  3.656D+03
   41   42     0     0  con    0  1.0D+00  2.0D+00  2.269D+01  3.650D+03
   42   43     0     0  con    0  1.0D+00  2.3D+00  1.581D+01  3.644D+03
   43   44     0     0  con    0  1.0D+00  3.4D-01  6.139D+00  3.640D+03
   44   45     0     0  con    0  1.0D+00  6.7D-01  8.473D+00  3.636D+03
   45   46     0     0  con    0  1.0D+00  1.3D+00  2.264D+01  3.632D+03
   46   47     0     0  con    0  1.0D+00  1.5D+00  8.848D+00  3.627D+03
   47   48     0     0  con    0  1.0D+00  1.5D+00  7.028D+00  3.623D+03
   48   49     0     0  con    0  1.0D+00  2.0D+00  1.576D+01  3.619D+03
   49   50     0     0  con    0  1.0D+00  1.1D+00  1.280D+01  3.615D+03
   50   51     0     0  con    0  1.0D+00  9.0D-01  7.341D+00  3.611D+03
   51   52     0     0  con    0  1.0D+00  1.3D+00  2.063D+01  3.607D+03
   52   53     0     0  con    0  1.0D+00  8.8D-01  9.481D+00  3.604D+03
   53   54     0     0  con    0  1.0D+00  1.4D+00  1.199D+01  3.600D+03
   54   55     0     0  con    0  1.0D+00  1.9D+00  1.871D+01  3.596D+03
   55   56     0     0  con    0  1.0D+00  2.7D+00  1.871D+01  3.592D+03
   56   57     0     0  con    0  1.0D+00  3.6D-01  7.247D+00  3.589D+03
   57   58     0     0  con    0  1.0D+00  5.5D-01  8.004D+00  3.586D+03
   58   59     0     0  con    0  1.0D+00  1.1D+00  1.115D+01  3.583D+03
   59   60     0     0  con    0  1.0D+00  3.2D+00  5.113D+01  3.582D+03
   60   61     0     0  con    0  1.0D+00  4.9D-01  7.642D+00  3.576D+03
   61   62     0     0  con    0  1.0D+00  7.3D-01  7.507D+00  3.574D+03
   62   63     0     0  con    0  1.0D+00  1.2D+00  1.069D+01  3.571D+03
   63   64     0     0  con    0  1.0D+00  2.3D+00  2.782D+01  3.567D+03
   64   65     0     0  con    0  1.0D+00  2.8D+00  1.494D+01  3.563D+03
   65   66     0     0  con    0  1.0D+00  9.8D-01  6.059D+00  3.560D+03
   66   67     0     0  con    0  1.0D+00  1.7D+00  1.031D+01  3.557D+03
   67   68     0     0  con    0  1.0D+00  1.5D+00  1.887D+01  3.554D+03
   68   69     0     0  con    0  1.0D+00  7.7D-01  6.688D+00  3.552D+03
   69   70     0     0  con    0  1.0D+00  2.0D+00  7.845D+00  3.549D+03
   70   71     0     0  con    0  1.0D+00  1.3D+00  1.657D+01  3.547D+03
   71   72     0     0  con    0  1.0D+00  2.1D+00  1.092D+01  3.544D+03
   72   73     0     0  con    0  1.0D+00  2.4D+00  3.216D+01  3.542D+03
   73   74     0     0  con    0  1.0D+00  3.6D-01  9.170D+00  3.540D+03
   74   75     0     0  con    0  1.0D+00  5.4D-01  1.108D+01  3.538D+03
   75   76     0     0  con    0  1.0D+00  1.7D+00  1.519D+01  3.536D+03
   76   77     0     0  con    0  1.0D+00  3.0D+00  2.224D+01  3.533D+03
   77   78     0     0  con    0  1.0D+00  4.3D+00  2.954D+01  3.531D+03
   78   79     0     0  con    0  1.0D+00  1.8D-01  5.700D+00  3.529D+03
   79   80     0     0  con    0  1.0D+00  6.8D-01  9.226D+00  3.528D+03
   80   81     0     0  con    0  1.0D+00  1.6D+00  2.218D+01  3.526D+03
   81   82     0     0  con    0  1.0D+00  3.3D+00  4.052D+01  3.525D+03
   82   83     0     0  con    0  1.0D+00  9.4D-01  6.599D+00  3.522D+03
   83   84     0     0  con    0  1.0D+00  1.2D+00  9.255D+00  3.521D+03
   84   85     0     0  con    0  1.0D+00  1.2D+00  1.114D+01  3.520D+03
   85   86     0     0  con    0  1.0D+00  3.1D+00  2.970D+01  3.518D+03
   86   87     0     0  con    0  1.0D+00  2.0D+00  1.021D+01  3.516D+03
   87   88     0     0  con    0  1.0D+00  5.2D-01  6.519D+00  3.515D+03
   88   89     0     0  con    0  1.0D+00  1.3D+00  1.608D+01  3.513D+03
   89   90     0     0  con    0  1.0D+00  2.0D+00  3.266D+01  3.512D+03
   90   91     0     0  con    0  1.0D+00  4.8D-01  2.028D+01  3.510D+03
   91   92     0     0  con    0  1.0D+00  2.4D+00  1.158D+01  3.508D+03
   92   93     0     0  con    0  1.0D+00  1.2D+00  1.461D+01  3.508D+03
   93   94     0     0  con    0  1.0D+00  2.9D+00  6.012D+00  3.506D+03
   94   95     0     0  con    0  1.0D+00  2.6D+00  3.694D+01  3.505D+03
   95   96     0     0  con    0  1.0D+00  3.6D-01  1.091D+01  3.504D+03
   96   97     0     0  con    0  1.0D+00  1.6D-01  6.409D+00  3.503D+03
   97   98     0     0  con    0  1.0D+00  1.3D+00  1.565D+01  3.501D+03
   98   99     0     0  con    0  1.0D+00  2.8D+00  2.342D+01  3.500D+03
   99  101     0     0  con    1  5.9D-01  3.4D+00  2.592D+01  3.498D+03
  100  115     0     0  con   13  1.9D+00  4.5D+00  1.871D+01        NaN
  101  121     0     0  con    5  2.6D+00  9.8D-01  2.375D+01        NaN
  102  126     0     0  con    4  1.2D+00  4.3D-01  1.993D+01        NaN

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          599     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.162D+02  2.085D+04
    1    3     1     0  ---    1  5.7D-03  5.0D+00  1.030D+02  1.709D+04
    2    4     0     0  con    0  1.0D+00  1.8D+01  3.830D+01  1.176D+04
    3    5     0     0  con    0  1.0D+00  7.3D+00  5.218D+01  9.442D+03
    4    7     0     0  con    1  1.5D-01  1.0D+01  7.919D+01  7.712D+03
    5    8     0     0  con    0  1.0D+00  7.7D+00  4.254D+01  5.994D+03
    6    9     0     0  con    0  1.0D+00  1.6D+01  8.900D+01  4.698D+03
    7   10     0     0  con    0  1.0D+00  5.0D+00  3.160D+01  3.674D+03
    8   11     0     0  con    0  1.0D+00  3.4D+00  2.786D+01  3.281D+03
    9   12     0     0  con    0  1.0D+00  1.3D+01  7.345D+01  2.512D+03
   10   13     0     0  con    0  1.0D+00  1.1D+01  5.468D+01  2.071D+03
   11   14     0     0  con    0  1.0D+00  5.5D+00  4.658D+01  1.754D+03
   12   15     0     0  con    0  1.0D+00  4.5D+00  2.375D+01  1.589D+03
   13   16     0     0  con    0  1.0D+00  6.4D+00  6.389D+01  1.461D+03
   14   17     0     0  con    0  1.0D+00  6.3D+00  3.380D+01  1.378D+03
   15   18     0     0  con    0  1.0D+00  3.9D+00  2.011D+01  1.326D+03
   16   19     0     0  con    0  1.0D+00  5.7D+00  2.174D+01  1.291D+03
   17   20     0     0  con    0  1.0D+00  4.7D+00  3.477D+01  1.269D+03
   18   21     0     0  con    0  1.0D+00  3.9D+00  1.082D+01  1.248D+03
   19   22     0     0  con    0  1.0D+00  6.3D+00  1.522D+01  1.226D+03
   20   23     0     0  con    0  1.0D+00  4.0D+00  1.728D+01  1.213D+03
   21   24     0     0  con    0  1.0D+00  1.4D+00  1.128D+01  1.202D+03
   22   25     0     0  con    0  1.0D+00  2.1D+00  1.097D+01  1.189D+03
   23   26     0     0  con    0  1.0D+00  1.2D+00  2.155D+01  1.182D+03
   24   27     0     0  con    0  1.0D+00  5.9D-01  5.883D+00  1.175D+03
   25   28     0     0  con    0  1.0D+00  9.6D-01  8.087D+00  1.166D+03
   26   29     0     0  con    0  1.0D+00  1.3D+00  1.358D+01  1.157D+03
   27   30     0     0  con    0  1.0D+00  3.4D+00  2.528D+01  1.142D+03
   28   31     0     0  con    0  1.0D+00  2.1D+00  2.241D+01  1.127D+03
   29   32     0     0  con    0  1.0D+00  8.3D-01  1.296D+01  1.116D+03
   30   33     0     0  con    0  1.0D+00  1.6D+00  1.420D+01  1.106D+03
   31   34     0     0  con    0  1.0D+00  2.1D+00  3.237D+01  1.096D+03
   32   35     0     0  con    0  1.0D+00  1.7D+00  1.381D+01  1.085D+03
   33   36     0     0  con    0  1.0D+00  3.2D+00  1.079D+01  1.070D+03
   34   37     0     0  con    0  1.0D+00  1.9D+00  2.881D+01  1.063D+03
   35   38     0     0  con    0  1.0D+00  4.9D-01  1.232D+01  1.055D+03
   36   39     0     0  con    0  1.0D+00  1.2D+00  9.175D+00  1.046D+03
   37   40     0     0  con    0  1.0D+00  1.5D+00  1.677D+01  1.038D+03
   38   41     0     0  con    0  1.0D+00  3.4D+00  2.175D+01  1.023D+03
   39   42     0     0  con    0  1.0D+00  4.2D+00  3.533D+01  1.008D+03
   40   43     0     0  con    0  1.0D+00  2.9D+00  1.388D+01  9.924D+02
   41   44     0     0  con    0  1.0D+00  2.4D+00  1.359D+01  9.800D+02
   42   45     0     0  con    0  1.0D+00  1.7D+00  2.504D+01  9.697D+02
   43   46     0     0  con    0  1.0D+00  2.6D+00  1.772D+01  9.575D+02
   44   47     0     0  con    0  1.0D+00  2.5D+00  1.513D+01  9.448D+02
   45   48     0     0  con    0  1.0D+00  2.5D+00  1.505D+01  9.318D+02
   46   49     0     0  con    0  1.0D+00  2.7D+00  1.388D+01  9.177D+02
   47   50     0     0  con    0  1.0D+00  3.2D+00  2.536D+01  9.074D+02
   48   51     0     0  con    0  1.0D+00  4.3D-01  9.433D+00  8.977D+02
   49   52     0     0  con    0  1.0D+00  6.8D-01  8.651D+00  8.912D+02
   50   53     0     0  con    0  1.0D+00  1.3D+00  3.252D+01  8.841D+02
   51   54     0     0  con    0  1.0D+00  2.1D+00  1.218D+01  8.760D+02
   52   55     0     0  con    0  1.0D+00  1.7D+00  1.278D+01  8.681D+02
   53   56     0     0  con    0  1.0D+00  3.0D+00  1.885D+01  8.581D+02
   54   57     0     0  con    0  1.0D+00  2.2D+00  2.533D+01  8.499D+02
   55   58     0     0  con    0  1.0D+00  1.2D+00  1.736D+01  8.420D+02
   56   59     0     0  con    0  1.0D+00  1.8D+00  2.182D+01  8.344D+02
   57   60     0     0  con    0  1.0D+00  9.6D-01  1.356D+01  8.294D+02
   58   61     0     0  con    0  1.0D+00  8.9D-01  1.746D+01  8.248D+02
   59   62     0     0  con    0  1.0D+00  2.3D+00  1.802D+01  8.184D+02
   60   63     0     0  con    0  1.0D+00  1.8D+00  1.481D+01  8.139D+02
   61   64     0     0  con    0  1.0D+00  5.2D-01  1.140D+01  8.094D+02
   62   65     0     0  con    0  1.0D+00  2.2D+00  1.485D+01  7.992D+02
   63   66     0     0  con    0  1.0D+00  2.2D+00  2.766D+01  7.931D+02
   64   67     0     0  con    0  1.0D+00  2.6D+00  1.137D+01  7.853D+02
   65   68     0     0  con    0  1.0D+00  2.7D+00  1.466D+01  7.790D+02
   66   69     0     0  con    0  1.0D+00  1.9D+00  2.140D+01  7.770D+02
   67   70     0     0  con    0  1.0D+00  5.9D-01  5.149D+00  7.749D+02
   68   71     0     0  con    0  1.0D+00  2.1D-01  5.561D+00  7.730D+02
   69   72     0     0  con    0  1.0D+00  5.9D-01  1.115D+01  7.707D+02
   70   73     0     0  con    0  1.0D+00  1.7D+00  2.619D+01  7.681D+02
   71   74     0     0  con    0  1.0D+00  1.2D+00  7.350D+00  7.640D+02
   72   75     0     0  con    0  1.0D+00  1.4D+00  6.349D+00  7.610D+02
   73   76     0     0  con    0  1.0D+00  1.2D+00  1.013D+01  7.587D+02
   74   77     0     0  con    0  1.0D+00  1.8D+00  2.307D+01  7.562D+02
   75   78     0     0  con    0  1.0D+00  1.1D+00  7.933D+00  7.536D+02
   76   79     0     0  con    0  1.0D+00  2.3D-01  6.978D+00  7.519D+02
   77   80     0     0  con    0  1.0D+00  1.0D+00  1.328D+01  7.490D+02
   78   81     0     0  con    0  1.0D+00  1.9D+00  2.372D+01  7.473D+02
   79   82     0     0  con    0  1.0D+00  7.9D-01  6.545D+00  7.450D+02
   80   83     0     0  con    0  1.0D+00  1.2D+00  4.104D+00  7.433D+02
   81   84     0     0  con    0  1.0D+00  1.0D+00  5.969D+00  7.420D+02
   82   85     0     0  con    0  1.0D+00  2.2D+00  1.250D+01  7.398D+02
   83   86     0     0  con    0  1.0D+00  2.3D+00  1.935D+01  7.374D+02
   84   87     0     0  con    0  1.0D+00  2.7D-01  8.096D+00  7.354D+02
   85   88     0     0  con    0  1.0D+00  9.4D-01  1.405D+01  7.322D+02
   86   89     0     0  con    0  1.0D+00  1.0D+00  8.795D+00  7.304D+02
   87   90     0     0  con    0  1.0D+00  1.5D+00  6.853D+00  7.280D+02
   88   91     0     0  con    0  1.0D+00  2.4D+00  1.653D+01  7.261D+02
   89   92     0     0  con    0  1.0D+00  6.3D-01  4.890D+00  7.243D+02
   90   93     0     0  con    0  1.0D+00  9.5D-02  3.938D+00  7.235D+02
   91   94     0     0  con    0  1.0D+00  5.8D-01  9.045D+00  7.217D+02
   92   95     0     0  con    0  1.0D+00  1.5D+00  1.998D+01  7.199D+02
   93   96     0     0  con    0  1.0D+00  9.9D-01  1.249D+01  7.176D+02
   94   97     0     0  con    0  1.0D+00  3.1D+00  8.599D+00  7.135D+02
   95   98     0     0  con    0  1.0D+00  1.2D+00  2.622D+01  7.123D+02
   96   99     0     0  con    0  1.0D+00  4.2D-01  1.215D+01  7.108D+02
   97  100     0     0  con    0  1.0D+00  6.3D-01  6.003D+00  7.092D+02
   98  101     0     0  con    0  1.0D+00  5.8D-01  8.792D+00  7.082D+02
   99  102     0     0  con    0  1.0D+00  2.5D+00  4.535D+01  7.069D+02
  100  103     0     0  con    0  1.0D+00  8.9D-01  7.323D+00  7.044D+02
  101  104     0     0  con    0  1.0D+00  6.9D-01  4.550D+00  7.033D+02
  102  105     0     0  con    0  1.0D+00  1.5D+00  1.018D+01  7.016D+02

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          599     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.189D+02  1.990D+04
    1    3     1     0  ---    1  6.0D-03  5.0D+00  1.003D+02  1.638D+04
    2    4     0     0  con    0  1.0D+00  1.6D+01  3.189D+01  1.189D+04
    3    7     0     0  con    2  1.9D+00  1.3D+01  3.804D+01  8.794D+03
    4    8     0     0  con    0  1.0D+00  1.0D+01  7.445D+01  8.431D+03
    5    9     0     0  con    0  1.0D+00  6.7D+00  4.931D+01  6.869D+03
    6   10     0     0  con    0  1.0D+00  7.5D+00  6.547D+01  5.287D+03
    7   12     0     0  con    1  1.8D-01  1.1D+01  9.555D+01  3.929D+03
    8   13     0     0  con    0  1.0D+00  6.2D+00  8.235D+01  2.856D+03
    9   14     0     0  con    0  1.0D+00  7.7D+00  3.987D+01  1.879D+03
   10   15     0     0  con    0  1.0D+00  4.6D+00  4.601D+01  1.540D+03
   11   16     0     0  con    0  1.0D+00  2.7D+00  1.985D+01  1.391D+03
   12   17     0     0  con    0  1.0D+00  4.3D+00  1.693D+01  1.247D+03
   13   18     0     0  con    0  1.0D+00  6.7D+00  5.676D+01  1.118D+03
   14   19     0     0  con    0  1.0D+00  9.5D+00  3.596D+01  1.037D+03
   15   20     0     0  con    0  1.0D+00  3.6D+00  1.821D+01  9.842D+02
   16   21     0     0  con    0  1.0D+00  4.9D+00  1.456D+01  9.485D+02
   17   22     0     0  con    0  1.0D+00  6.0D+00  2.842D+01  9.203D+02
   18   23     0     0  con    0  1.0D+00  9.1D+00  3.749D+01  9.013D+02
   19   24     0     0  con    0  1.0D+00  3.0D+00  8.460D+00  8.826D+02
   20   25     0     0  con    0  1.0D+00  2.7D+00  8.550D+00  8.736D+02
   21   26     0     0  con    0  1.0D+00  4.3D+00  1.248D+01  8.629D+02
